Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,button,table,stim1,stim2,audio,toy1,toy2,toy3,toy4,mary
1,1.60347E+12,23/10/2020 15:06:07,1.60347E+12,-4,23/10/2020 11:06:40,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1.60347E+12,23/10/2020 15:06:10,1.60347E+12,-4,23/10/2020 11:06:42,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,1,1,1,Screen 1,advancementZone,response_button_image,1850.81,,,green.png,1,0,1,0,,,,,,intro,,green.png,,,,,,,,,
3,1.60347E+12,23/10/2020 15:06:18,1.60347E+12,-4,23/10/2020 11:06:50,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,6,1,1,LearningTrial1,Zone3,content_audio,8033.4,,,,,0,1,0,,,,,1,trials,alien_pru5.png,,empty table.png,dino_pru5.png,alien_pru5.png,like_pru_alien.mp3,,,,,
4,1.60347E+12,23/10/2020 15:06:18,1.60347E+12,-4,23/10/2020 11:06:51,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,6,1,2,Screen 1,Zone4,response_button_image,238.2,,,alien_pru5.png,1,1,0,0,,,,,1,trials,alien_pru5.png,,empty table.png,dino_pru5.png,alien_pru5.png,like_pru_alien.mp3,,,,,
5,1.60347E+12,23/10/2020 15:06:26,1.60347E+12,-4,23/10/2020 11:06:59,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,9,2,1,LearningTrial1,Zone3,content_audio,8005.58,,,,,0,1,0,,,,,1,trials,alien_blap5.png,,empty table.png,alien_blap5.png,dino_blap5.png,want_blap_alien.mp3,,,,,
6,1.60347E+12,23/10/2020 15:06:29,1.60347E+12,-4,23/10/2020 11:07:01,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,9,2,2,Screen 1,Zone2,response_button_image,2657.54,,,alien_blap5.png,1,1,0,0,,,,,1,trials,alien_blap5.png,,empty table.png,alien_blap5.png,dino_blap5.png,want_blap_alien.mp3,,,,,
7,1.60347E+12,23/10/2020 15:06:37,1.60347E+12,-4,23/10/2020 11:07:09,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,13,3,1,LearningTrial1,Zone3,content_audio,8143.665,,,,,0,1,0,,,,,1,trials,alien_gaz5.png,,empty table.png,alien_gaz5.png,dino_gaz5.png,like_gaz_alien.mp3,,,,,
8,1.60347E+12,23/10/2020 15:06:38,1.60347E+12,-4,23/10/2020 11:07:10,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,13,3,2,Screen 1,Zone2,response_button_image,757.495,,,alien_gaz5.png,1,1,0,0,,,,,1,trials,alien_gaz5.png,,empty table.png,alien_gaz5.png,dino_gaz5.png,like_gaz_alien.mp3,,,,,
9,1.60347E+12,23/10/2020 15:06:46,1.60347E+12,-4,23/10/2020 11:07:19,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,14,4,1,LearningTrial1,Zone3,content_audio,8865.045,,,,,0,1,0,,,,,1,trials,dino_pru5.png,,empty table.png,alien_pru5.png,dino_pru5.png,want_pru_dino.mp3,,,,,
10,1.60347E+12,23/10/2020 15:06:47,1.60347E+12,-4,23/10/2020 11:07:19,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,14,4,2,Screen 1,Zone4,response_button_image,184.26,,,dino_pru5.png,1,1,0,0,,,,,1,trials,dino_pru5.png,,empty table.png,alien_pru5.png,dino_pru5.png,want_pru_dino.mp3,,,,,
11,1.60347E+12,23/10/2020 15:06:56,1.60347E+12,-4,23/10/2020 11:07:27,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,19,5,1,LearningTrial1,Zone3,content_audio,7344.84,,,,,0,1,0,,,,,1,trials,alien_flower.png,,empty table.png,dino_flower.png,alien_flower.png,flower.mp3,,,,,
12,1.60347E+12,23/10/2020 15:06:56,1.60347E+12,-4,23/10/2020 11:07:28,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,19,5,2,Screen 1,Zone4,response_button_image,881.965,,,alien_flower.png,1,1,0,0,,,,,1,trials,alien_flower.png,,empty table.png,dino_flower.png,alien_flower.png,flower.mp3,,,,,
13,1.60347E+12,23/10/2020 15:07:04,1.60347E+12,-4,23/10/2020 11:07:37,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,7,6,1,LearningTrial1,Zone3,content_audio,9316.09,,,,,0,1,0,,,,,1,trials,alien_wilp5.png,,empty table.png,dino_wilp5.png,alien_wilp5.png,want_wilp_alien.mp3,,,,,
14,1.60347E+12,23/10/2020 15:07:05,1.60347E+12,-4,23/10/2020 11:07:38,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,7,6,2,Screen 1,Zone4,response_button_image,840.1,,,alien_wilp5.png,1,1,0,0,,,,,1,trials,alien_wilp5.png,,empty table.png,dino_wilp5.png,alien_wilp5.png,want_wilp_alien.mp3,,,,,
15,1.60347E+12,23/10/2020 15:07:14,1.60347E+12,-4,23/10/2020 11:07:47,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,18,7,1,LearningTrial1,Zone3,content_audio,8806.45,,,,,0,1,0,,,,,1,trials,dino_ball.png,,empty table.png,alien_ball1.png,dino_ball.png,ball.mp3,,,,,
16,1.60347E+12,23/10/2020 15:07:16,1.60347E+12,-4,23/10/2020 11:07:48,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,18,7,2,Screen 1,Zone4,response_button_image,1559.935,,,dino_ball.png,1,1,0,0,,,,,1,trials,dino_ball.png,,empty table.png,alien_ball1.png,dino_ball.png,ball.mp3,,,,,
17,1.60347E+12,23/10/2020 15:07:24,1.60347E+12,-4,23/10/2020 11:07:57,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,12,8,1,LearningTrial1,Zone3,content_audio,8921.72,,,,,0,1,0,,,,,1,trials,alien_zeb5.png,,empty table.png,alien_zeb5.png,dino_zeb5.png,want_zeb_alien.mp3,,,,,
18,1.60347E+12,23/10/2020 15:07:26,1.60347E+12,-4,23/10/2020 11:07:58,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,12,8,2,Screen 1,Zone2,response_button_image,1307.015,,,alien_zeb5.png,1,1,0,0,,,,,1,trials,alien_zeb5.png,,empty table.png,alien_zeb5.png,dino_zeb5.png,want_zeb_alien.mp3,,,,,
19,1.60347E+12,23/10/2020 15:07:34,1.60347E+12,-4,23/10/2020 11:08:07,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,5,9,1,LearningTrial1,Zone3,content_audio,8666.905,,,,,0,1,0,,,,,1,trials,dino_gaz5.png,,empty table.png,dino_gaz5.png,alien_gaz5.png,want_gaz_dino.mp3,,,,,
20,1.60347E+12,23/10/2020 15:07:36,1.60347E+12,-4,23/10/2020 11:08:08,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,5,9,2,Screen 1,Zone2,response_button_image,791.925,,,dino_gaz5.png,1,1,0,0,,,,,1,trials,dino_gaz5.png,,empty table.png,dino_gaz5.png,alien_gaz5.png,want_gaz_dino.mp3,,,,,
21,1.60347E+12,23/10/2020 15:07:45,1.60347E+12,-4,23/10/2020 11:08:18,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,15,10,1,LearningTrial1,Zone3,content_audio,9645.925,,,,,0,1,0,,,,,1,trials,dino_wilp5.png,,empty table.png,alien_wilp5.png,dino_wilp5.png,like_wilp_dino.mp3,,,,,
22,1.60347E+12,23/10/2020 15:07:47,1.60347E+12,-4,23/10/2020 11:08:19,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,15,10,2,Screen 1,Zone4,response_button_image,1803.42,,,dino_wilp5.png,1,1,0,0,,,,,1,trials,dino_wilp5.png,,empty table.png,alien_wilp5.png,dino_wilp5.png,like_wilp_dino.mp3,,,,,
23,1.60347E+12,23/10/2020 15:07:55,1.60347E+12,-4,23/10/2020 11:08:28,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,10,11,1,LearningTrial1,Zone3,content_audio,8235.26,,,,,0,1,0,,,,,1,trials,alien_bink5.png,,empty table.png,dino_bink5.png,alien_bink5.png,want_bink_alien.mp3,,,,,
24,1.60347E+12,23/10/2020 15:07:57,1.60347E+12,-4,23/10/2020 11:08:30,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,10,11,2,Screen 1,Zone4,response_button_image,2141.405,,,alien_bink5.png,1,1,0,0,,,,,1,trials,alien_bink5.png,,empty table.png,dino_bink5.png,alien_bink5.png,want_bink_alien.mp3,,,,,
25,1.60347E+12,23/10/2020 15:08:07,1.60347E+12,-4,23/10/2020 11:08:40,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,4,12,1,LearningTrial1,Zone3,content_audio,10100.525,,,,,0,1,0,,,,,1,trials,dino_zeb5.png,,empty table.png,dino_zeb5.png,alien_zeb5.png,like_zeb_dino.mp3,,,,,
26,1.60347E+12,23/10/2020 15:08:08,1.60347E+12,-4,23/10/2020 11:08:40,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,4,12,2,Screen 1,Zone2,response_button_image,399.165,,,dino_zeb5.png,1,1,0,0,,,,,1,trials,dino_zeb5.png,,empty table.png,dino_zeb5.png,alien_zeb5.png,like_zeb_dino.mp3,,,,,
27,1.60347E+12,23/10/2020 15:08:17,1.60347E+12,-4,23/10/2020 11:08:50,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,21,13,1,LearningTrial1,Zone3,content_audio,9386.305,,,,,0,1,0,,,,,1,trials,alien_apple2.png,,empty table.png,dino_apple3.png,alien_apple2.png,apple.mp3,,,,,
28,1.60347E+12,23/10/2020 15:08:19,1.60347E+12,-4,23/10/2020 11:08:52,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,21,13,2,Screen 1,Zone4,response_button_image,1793.65,,,alien_apple2.png,1,1,0,0,,,,,1,trials,alien_apple2.png,,empty table.png,dino_apple3.png,alien_apple2.png,apple.mp3,,,,,
29,1.60347E+12,23/10/2020 15:08:27,1.60347E+12,-4,23/10/2020 11:08:59,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,8,14,1,LearningTrial1,Zone3,content_audio,7670.96,,,,,0,1,0,,,,,1,trials,alien_stad5.png,,empty table.png,alien_stad5.png,dino_stad5.png,like_stad_alien.mp3,,,,,
30,1.60347E+12,23/10/2020 15:08:27,1.60347E+12,-4,23/10/2020 11:09:00,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,8,14,2,Screen 1,Zone2,response_button_image,649.595,,,alien_stad5.png,1,1,0,0,,,,,1,trials,alien_stad5.png,,empty table.png,alien_stad5.png,dino_stad5.png,like_stad_alien.mp3,,,,,
31,1.60347E+12,23/10/2020 15:08:36,1.60347E+12,-4,23/10/2020 11:09:09,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,20,15,1,LearningTrial1,Zone3,content_audio,8630.535,,,,,0,1,0,,,,,1,trials,dino_teddy1.png,,empty table.png,alien_teddy.png,dino_teddy1.png,teddybear.mp3,,,,,
32,1.60347E+12,23/10/2020 15:08:37,1.60347E+12,-4,23/10/2020 11:09:09,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,20,15,2,Screen 1,Zone4,response_button_image,736.31,,,dino_teddy1.png,1,1,0,0,,,,,1,trials,dino_teddy1.png,,empty table.png,alien_teddy.png,dino_teddy1.png,teddybear.mp3,,,,,
33,1.60347E+12,23/10/2020 15:08:45,1.60347E+12,-4,23/10/2020 11:09:18,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,2,16,1,LearningTrial1,Zone3,content_audio,8316.05,,,,,0,1,0,,,,,1,trials,dino_bink5.png,,empty table.png,alien_bink5.png,dino_bink5.png,like_bink_dino.mp3,,,,,
34,1.60347E+12,23/10/2020 15:08:47,1.60347E+12,-4,23/10/2020 11:09:19,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,2,16,2,Screen 1,Zone4,response_button_image,1596.595,,,dino_bink5.png,1,1,0,0,,,,,1,trials,dino_bink5.png,,empty table.png,alien_bink5.png,dino_bink5.png,like_bink_dino.mp3,,,,,
35,1.60347E+12,23/10/2020 15:08:56,1.60347E+12,-4,23/10/2020 11:09:29,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,11,17,1,LearningTrial1,Zone3,content_audio,9470.65,,,,,0,1,0,,,,,1,trials,alien_doff5.png,,empty table.png,dino_doff5.png,alien_doff5.png,like_doff_alien.mp3,,,,,
36,1.60347E+12,23/10/2020 15:08:57,1.60347E+12,-4,23/10/2020 11:09:29,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,11,17,2,Screen 1,Zone4,response_button_image,643.275,,,alien_doff5.png,1,1,0,0,,,,,1,trials,alien_doff5.png,,empty table.png,dino_doff5.png,alien_doff5.png,like_doff_alien.mp3,,,,,
37,1.60347E+12,23/10/2020 15:09:07,1.60347E+12,-4,23/10/2020 11:09:39,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,3,18,1,LearningTrial1,Zone3,content_audio,9907.785,,,,,0,1,0,,,,,1,trials,dino_doff5.png,,empty table.png,alien_doff5.png,dino_doff5.png,want_doff_dino.mp3,,,,,
38,1.60347E+12,23/10/2020 15:09:07,1.60347E+12,-4,23/10/2020 11:09:40,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,3,18,2,Screen 1,Zone4,response_button_image,467.34,,,dino_doff5.png,1,1,0,0,,,,,1,trials,dino_doff5.png,,empty table.png,alien_doff5.png,dino_doff5.png,want_doff_dino.mp3,,,,,
39,1.60347E+12,23/10/2020 15:09:15,1.60347E+12,-4,23/10/2020 11:09:48,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,17,19,1,LearningTrial1,Zone3,content_audio,7703.445,,,,,0,1,0,,,,,1,trials,dino_blap5.png,,empty table.png,dino_blap5.png,alien_blap5.png,like_blap_dino.mp3,,,,,
40,1.60347E+12,23/10/2020 15:09:16,1.60347E+12,-4,23/10/2020 11:09:48,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,17,19,2,Screen 1,Zone4,response_button_image,543.985,,,alien_blap5.png,1,0,1,0,,,,,1,trials,dino_blap5.png,,empty table.png,dino_blap5.png,alien_blap5.png,like_blap_dino.mp3,,,,,
41,1.60347E+12,23/10/2020 15:09:24,1.60347E+12,-4,23/10/2020 11:09:57,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,16,20,1,LearningTrial1,Zone3,content_audio,8598.805,,,,,0,1,0,,,,,1,trials,dino_stad5.png,,empty table.png,dino_stad5.png,alien_stad5.png,want_stad_dino.mp3,,,,,
42,1.60347E+12,23/10/2020 15:09:25,1.60347E+12,-4,23/10/2020 11:09:58,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,16,20,2,Screen 1,Zone2,response_button_image,1023.305,,,dino_stad5.png,1,1,0,0,,,,,1,trials,dino_stad5.png,,empty table.png,dino_stad5.png,alien_stad5.png,want_stad_dino.mp3,,,,,
43,1.60347E+12,23/10/2020 15:09:42,1.60347E+12,-4,23/10/2020 11:10:14,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,22,1,1,Screen 1,advancementZone,response_button_image,16648.735,,,green.png,1,0,1,0,,,,,,Break,,green.png,,,,,,,,,
44,1.60347E+12,23/10/2020 15:09:46,1.60347E+12,-4,23/10/2020 11:10:19,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,23,1,1,Screen 1,buttonA,response_button_image,4103.42,,,doff.png,1,0,1,0,,,,,2,Recalling,bink.png,,,,,which_bink.mp3,zeb.png,bink.png,doff.png,gaz.png,
45,1.60347E+12,23/10/2020 15:09:50,1.60347E+12,-4,23/10/2020 11:10:22,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,27,2,1,Screen 1,buttonB,response_button_image,3731.49,,,blap.png,1,0,1,0,,,,,2,Recalling,pru.png,,,,,which_pru.mp3,bink.png,doff.png,pru.png,blap.png,
46,1.60347E+12,23/10/2020 15:09:55,1.60347E+12,-4,23/10/2020 11:10:28,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,28,3,1,Screen 1,buttonC,response_button_image,5107.52,,,stad.png,1,1,0,0,,,,,2,Recalling,stad.png,,,,,which_stad.mp3,gaz.png,stad.png,wilp.png,zeb.png,
47,1.60347E+12,23/10/2020 15:09:59,1.60347E+12,-4,23/10/2020 11:10:32,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,30,4,1,Screen 1,buttonB,response_button_image,4249.305,,,stad.png,1,0,1,0,,,,,2,Recalling,zeb.png,,,,,which_zeb.mp3,gaz.png,blap.png,zeb.png,stad.png,
48,1.60347E+12,23/10/2020 15:10:03,1.60347E+12,-4,23/10/2020 11:10:35,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,29,5,1,Screen 1,buttonB,response_button_image,3405.785,,,wilp.png,1,1,0,0,,,,,2,Recalling,wilp.png,,,,,which_wilp.mp3,pru.png,doff.png,bink.png,wilp.png,
49,1.60347E+12,23/10/2020 15:10:07,1.60347E+12,-4,23/10/2020 11:10:39,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,26,6,1,Screen 1,buttonC,response_button_image,4147.45,,,pru.png,1,0,1,0,,,,,2,Recalling,gaz.png,,,,,which_gaz.mp3,gaz.png,pru.png,stad.png,zeb.png,
50,1.60347E+12,23/10/2020 15:10:16,1.60347E+12,-4,23/10/2020 11:10:49,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,24,7,1,Screen 1,buttonA,response_button_image,9358.34,,,pru.png,1,0,1,0,,,,,2,Recalling,blap.png,,,,,which_blap.mp3,blap.png,stad.png,pru.png,wilp.png,
51,1.60347E+12,23/10/2020 15:10:20,1.60347E+12,-4,23/10/2020 11:10:53,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,25,8,1,Screen 1,buttonB,response_button_image,3735.61,,,doff.png,1,1,0,0,,,,,2,Recalling,doff.png,,,,,which_doff.mp3,wilp.png,blap.png,bink.png,doff.png,
52,1.60347E+12,23/10/2020 15:10:22,1.60347E+12,-4,23/10/2020 11:10:54,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,taught-inferred,31,1,1,Screen 1,advancementZone,response_button_image,1924.985,,,green.png,1,0,1,0,,,,,,End,,green.png,,,,,,,,,
53,1.60347E+12,23/10/2020 15:10:22,1.60347E+12,-4,23/10/2020 11:10:54,23213,10,task-o6yv,,7413327,BLIND,2165039,,complete,,,computer,Desktop or Laptop,Mac OS 10.11.6,Chrome 86.0.4240.75,1680x1050,1678x832,,Learning Task,2,taught-inferred,,,END TASK,,,,,254488,,,,,0,1,0,,,,,,,,,,,,,,,,,
1,1.60331E+12,21/10/2020 20:28:13,1.60331E+12,-4,21/10/2020 16:28:12,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1.60331E+12,21/10/2020 20:28:15,1.60331E+12,-4,21/10/2020 16:28:15,23213,10,task-o6yv,,7374840,BLIND,2152805,,complete,,,computer,Desktop or Laptop,Chromium OS 13421.53.0,Chrome 86.0.4240.77,1366x768,1366x649,,Learning Task,2,taught-inferred,taught-inferred,1,1,1,Screen 1,advancementZone,response_button_image,1906.395,,,green.png,1,0,1,0,,,,,,intro,,green.png,,,,,,,,,
